edad,altura_cm,peso_kg,sexo_hombre,sexo_mujer,nivel_actividad_intenso,nivel_actividad_ligero,nivel_actividad_moderado,nivel_actividad_muy_intenso,nivel_actividad_sedentario,objetivo_bajar,objetivo_mantener,objetivo_subir
-0.3406353050436334,1.0696610877256305,0.23530221656340647,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.23996006745275852,0.6815385718065895,-0.03398760724214676,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.3285763908834933,-1.1373100812257815,0.2999317742767394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8931298615111994,0.6358770993455262,-0.23864787333436704,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3851089105768565,0.027057466531343596,0.7738818641745129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.5018260500364171,1.351240167902189,-0.9711161940854715,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7035074128538783,-0.1708089141332675,-0.8310854857065841,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.16738564589070953,-1.030766645483299,1.6786956721611723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8486562559779763,1.6860909659499899,-0.5348666795204756,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4292516284743682,-0.7415773198965636,-1.3588935403654683,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9212306775400253,-1.6548067691178376,-1.6066401782665773,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.48578414816773136,-1.1144793449952488,0.15990106589785202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.1834275477593954,1.3892913949530754,-1.4504520804593566,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.2560019693214444,1.3892913949530754,-0.4917803077115872,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3406353050436334,1.031609860674744,1.1508876175022873,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.16738564589070953,-1.1753613082766678,0.47766305798840436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.3285763908834933,-0.20886014118415389,1.5386649637822842,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7035074128538783,-1.5178223517346456,0.1922158447545181,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0382787046352975,0.772861516728716,-0.5079376971399202,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.022236802766611552,0.6054361177048166,0.816968235983402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3406353050436334,0.8337434800101351,0.41841929675118295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.05033761879543743,0.34668777375878856,-1.601254381790466,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3406353050436334,-0.33823431315716684,0.06834252580396377,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1834275477593954,0.4227902278605614,-1.6335691606471325,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6028321752630035,1.0848815785459842,0.45611987208396054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.6028321752630035,1.4425631128243177,1.1993597857872873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3125344890148075,0.894625443291552,0.2514596059917403,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0663795206641233,0.2629750742468389,-0.16863251914492336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4576833321389055,1.6632602297194594,-0.42176495352214277,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.19548646191953542,-0.8252900194085133,-0.6425826090426968,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.022236802766611552,-0.8709514918695765,1.5602081496867288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.1108531261973464,-0.42955725807929335,-0.6048820337099192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.4737252340075913,-0.5817621662828389,0.5207494297972934,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4737252340075913,-0.36867529479787636,-0.023216014289924473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.3566772069123192,-0.7035260928456772,-0.7395269456126958,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.1108531261973464,-1.5634838241957087,0.0037129680906308484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.2680608834815844,1.343629922492012,-0.7072121667560298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0382787046352975,0.25536482883666206,-1.574325399409911,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.9212306775400253,1.221865995929176,1.3555478835945085,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.48578414816773136,-0.3762855402080532,0.40764770379896065,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6754065968250524,-1.373227688941277,1.4255632377839522,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.6914484986937381,0.23253409260612937,-0.8041565033260288,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.19548646191953542,-1.2590740077886176,1.0485574844561776,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7760818344159273,1.3969016403632544,-1.5366248240771332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.19548646191953542,1.0696610877256305,0.24607380951562874,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.16738564589070953,1.0696610877256305,0.34301814608562775,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6028321752630035,-0.3915060310284069,-1.5904827888382438,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3406353050436334,-0.4752187305403588,0.9569989443622894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6309329912918293,1.5034450761057347,-1.3588935403654683,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9657042830732484,-0.4980494667708893,-1.5850969923621332,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5583585697297804,-1.099258854174895,-1.4827668593160226,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6028321752630035,-0.6350338841540812,1.2316745646439533,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4011508124455423,-1.2895149894293272,-0.6964405738038075,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.574400471598466,0.6510975901658799,0.3268607566572947,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1834275477593954,1.10010206936634,0.12220049056507441,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5462996555696402,-1.4797711246837593,-1.4773810628399118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8931298615111994,-0.9242232097408167,-1.4019799121743566,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8486562559779763,-0.8861719826899302,0.978542130266734,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6309329912918293,1.6099885118482171,0.8869835901728457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1108531261973464,-0.650254374974435,-0.6802831843754744,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8931298615111994,-0.48282897595053564,1.172430803406732,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5583585697297804,0.7652512713185391,0.3753329249422946,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.6309329912918293,-0.8937822281001093,1.570979742638951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.48578414816773136,-1.502601860914292,-1.741285090169354,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6028321752630035,1.15337378723758,-1.2188628319865804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3406353050436334,-0.5589314300523085,1.5117359814017288,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6754065968250524,-0.3458445585673437,1.441720627212285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6309329912918293,-0.9166129643306399,1.0701006703606215,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2560019693214444,-1.1220895904054278,-1.741285090169354,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.09481122432866054,-1.167751062866491,-0.8041565033260288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.4292516284743682,1.6632602297194594,-0.6587399984710299,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6754065968250524,-0.35345480397752055,1.4632638131167297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4132097266056824,-1.297125234839504,0.9893137232189555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5302577537009545,-0.6045929025133717,0.5369068192256266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.23996006745275852,0.772861516728716,1.527893370830062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2560019693214444,-1.3656174435311,-1.1650048672254698,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.574400471598466,-0.9470539459713494,1.2639893435006202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.16738564589070953,1.5643270393871538,1.5494365567345065,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7479810183871014,1.4577836036446714,-1.4719952663638007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3406353050436334,-1.099258854174895,0.1275862870411852,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7479810183871014,0.2781955650671926,1.447106423688396,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.8205554399491504,0.11838041145347013,0.38071872141840535,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2560019693214444,-0.04904498757042922,-0.27634844866714464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.2680608834815844,1.1838147688782896,-0.5402524759965863,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.4292516284743682,-0.1175371962620252,0.3861045178945169,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4576833321389055,-1.616755542066951,-0.9011008398960278,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4576833321389055,-1.624365787477128,1.4578780166406182,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8486562559779763,-0.15558842331291162,0.03064195047118617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
